fecha,titulo_rutina,nombre_ejercicio,grupo_principal,grupos_secundarios,cabezas_regiones,set_index,peso_kg,reps,tipo_set
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Lat Pulldown - Close Grip (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Romboides, Trapecio (fibras medias e inferiores), Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Deltoides posterior",2,110,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Lat Pulldown - Close Grip (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho (Latissimus Dorsi), Romboides, Trapecio (fibras medias e inferiores), Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Deltoides posterior",3,110,10,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Seated Cable Row - V Grip (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial (cabeza larga y corta), Braquial",0,32,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Seated Cable Row - V Grip (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial (cabeza larga y corta), Braquial",1,32,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Seated Cable Row - V Grip (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial (cabeza larga y corta), Braquial",2,32,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Preacher Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",0,35,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Preacher Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",1,35,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Preacher Curl (Machine),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",2,35,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",0,32,10,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",1,32,10,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",2,32,10,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Reverse Fly Single Arm (Cable),Hombro,"Espalda, Manguito Rotador","Deltoides posterior, Trapecio (porción media), Romboides",0,14,15,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Reverse Fly Single Arm (Cable),Hombro,"Espalda, Manguito Rotador","Deltoides posterior, Trapecio (porción media), Romboides",1,14,15,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Reverse Fly Single Arm (Cable),Hombro,"Espalda, Manguito Rotador","Deltoides posterior, Trapecio (porción media), Romboides",2,14,12,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Plank,Abdomen,"Glúteo, Hombro, Cuádriceps","Recto abdominal, Transverso del abdomen, Oblicuos (interno y externo), Glúteo mayor, Deltoides (anterior y medio), Serrato anterior",0,0,0,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Plank,Abdomen,"Glúteo, Hombro, Cuádriceps","Recto abdominal, Transverso del abdomen, Oblicuos (interno y externo), Glúteo mayor, Deltoides (anterior y medio), Serrato anterior",1,0,0,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Plank,Abdomen,"Glúteo, Hombro, Cuádriceps","Recto abdominal, Transverso del abdomen, Oblicuos (interno y externo), Glúteo mayor, Deltoides (anterior y medio), Serrato anterior",2,0,0,normal
"Tuesday, Oct 28, 2025 at 01:56PM",PULL,Treadmill,Cardio,,,0,0,0,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Decline Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal/abdominal), Tríceps (todas las cabezas), Deltoides anterior",0,30,12,warmup
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Decline Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal/abdominal), Tríceps (todas las cabezas), Deltoides anterior",1,60,10,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Decline Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal/abdominal), Tríceps (todas las cabezas), Deltoides anterior",2,70,8,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Decline Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal/abdominal), Tríceps (todas las cabezas), Deltoides anterior",3,70,8,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",0,45,10,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,45,10,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,45,9,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,45,9,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",0,150,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",1,150,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",2,150,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",0,0,10,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",1,0,9,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Dip,Tríceps,"Pecho, Hombro","Tríceps braquial (cabeza larga), Tríceps braquial (cabeza lateral), Tríceps braquial (cabeza medial), Deltoides anterior, Pectoral mayor (fibras inferiores/cabeza esternal)",2,0,9,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Lateral Raise (Machine),Hombro,"Trapecio, Manguito rotador","Deltoides medial, Deltoides anterior, Supraspinatus",0,36,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Lateral Raise (Machine),Hombro,"Trapecio, Manguito rotador","Deltoides medial, Deltoides anterior, Supraspinatus",1,36,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Lateral Raise (Machine),Hombro,"Trapecio, Manguito rotador","Deltoides medial, Deltoides anterior, Supraspinatus",2,36,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",0,54,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,54,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,54,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",0,30,8,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",1,30,8,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",2,30,8,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Plate Front Raise,Hombro,"Trapecio, Pecho","Deltoides anterior, Deltoides medio, Pectoral mayor (cabeza clavicular), Trapecio superior",0,15,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Plate Front Raise,Hombro,"Trapecio, Pecho","Deltoides anterior, Deltoides medio, Pectoral mayor (cabeza clavicular), Trapecio superior",1,15,12,normal
"Monday, Oct 27, 2025 at 02:31PM",Afternoon workout 💪,Plate Front Raise,Hombro,"Trapecio, Pecho","Deltoides anterior, Deltoides medio, Pectoral mayor (cabeza clavicular), Trapecio superior",2,15,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",0,160,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",1,160,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",2,160,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",3,145,11,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",0,72.57,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",1,72.57,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",2,65.77,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",3,65.77,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",0,55,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",1,55,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",2,55,9,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Bent Over Row (Barbell),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Romboides, Trapecio (medio e inferior), Deltoides posterior, Erectores espinales",3,55,9,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",0,54,15,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",1,54,15,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Straight Arm Lat Pulldown (Cable),Espalda,"Hombro, Tríceps, Core","Dorsal ancho (Latissimus Dorsi), Redondo mayor (Teres major), Deltoides posterior, Tríceps (cabeza larga), Erectores de la columna (Estabilización)",2,54,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",0,12,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",1,12,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Seated Incline Curl (Dumbbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza larga), Bíceps braquial (cabeza corta), Braquial, Braquiorradial",2,12,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",0,32,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",1,32,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",2,32,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Rear Delt Reverse Fly (Machine),Hombro,"Trapecio, Espalda superior","Deltoides posterior, Trapecio (fibras medias), Romboides",0,100,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Rear Delt Reverse Fly (Machine),Hombro,"Trapecio, Espalda superior","Deltoides posterior, Trapecio (fibras medias), Romboides",1,100,12,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Rear Delt Reverse Fly (Machine),Hombro,"Trapecio, Espalda superior","Deltoides posterior, Trapecio (fibras medias), Romboides",2,100,10,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",0,95,15,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",1,90,15,normal
"Thursday, Oct 16, 2025 at 02:43PM",PULL,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",2,90,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hack Squat (Machine),Pierna,"Glúteos, Isquiotibiales, Aductores","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Cuádriceps (Recto femoral), Glúteo mayor",0,60,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hack Squat (Machine),Pierna,"Glúteos, Isquiotibiales, Aductores","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Cuádriceps (Recto femoral), Glúteo mayor",1,70,10,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hack Squat (Machine),Pierna,"Glúteos, Isquiotibiales, Aductores","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Cuádriceps (Recto femoral), Glúteo mayor",2,70,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hack Squat (Machine),Pierna,"Glúteos, Isquiotibiales, Aductores","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Cuádriceps (Recto femoral), Glúteo mayor",3,70,10,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",0,70,8,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",1,70,8,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Squat (Smith Machine),Pierna,"Glúteo, Isquiotibiales, Núcleo (Core)","Cuádriceps (Vasto lateral), Cuádriceps (Vasto medial), Glúteo mayor, Aductores mayores, Erectores de la columna",2,70,8,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",0,160,10,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",1,130,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Seated Leg Curl (Machine),Pierna,Pantorrilla,"Bíceps femoral (cabeza larga), Bíceps femoral (cabeza corta), Semitendinoso, Semimembranoso, Gastrocnemio",2,130,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",0,160,20,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",1,165,20,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",2,165,20,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",0,190,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",1,190,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",2,190,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",0,130,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",1,130,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",2,130,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Thrust (Machine),Glúteo,"Isquiotibiales, Core","Glúteo mayor, Glúteo medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores espinales",0,80,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Thrust (Machine),Glúteo,"Isquiotibiales, Core","Glúteo mayor, Glúteo medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores espinales",1,80,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Hip Thrust (Machine),Glúteo,"Isquiotibiales, Core","Glúteo mayor, Glúteo medio, Bíceps femoral (cabeza larga), Semitendinoso, Semimembranoso, Erectores espinales",2,80,12,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Calf Extension (Machine),Pierna,,"Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral), Sóleo",0,160,20,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Calf Extension (Machine),Pierna,,"Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral), Sóleo",1,160,20,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Calf Extension (Machine),Pierna,,"Gastrocnemio (cabeza medial), Gastrocnemio (cabeza lateral), Sóleo",2,160,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",0,95,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",1,90,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Crunch (Machine),Abdomen,Oblicuos,"Recto abdominal, Oblicuo externo, Oblicuo interno",2,90,15,normal
"Wednesday, Oct 15, 2025 at 02:01PM",Afternoon workout 💪,Treadmill,Cardio,,,0,0,0,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",0,50,15,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,60,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,60,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,60,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",0,40,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",1,50,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",2,60,8,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Iso-Lateral Chest Press (Machine),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps (todas las cabezas), Deltoides anterior",3,60,8,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",0,44,10,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,44,10,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,44,10,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,44,8,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",0,130,15,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",1,150,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Chest Fly (Machine),Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (porción clavicular), Deltoides anterior",2,150,12,normal
"Tuesday, Oct 14, 2025 at 02:54PM",Afternoon workout 💪,Seated Dip Machine,Tríceps,"Pecho, Hombro","Tríceps braquial (todas las cabezas), Pectoral mayor (cabeza esternal), Deltoides anterior",0,180,10,normal
